id;naam;source;import_source;import_status;status;categorie;doel;trigger;systemen;stappen_count;stappen;webhook_paths;endpoints;gitlab_endpoint_method;gitlab_endpoint_path;gitlab_endpoint_handler;external_id;gitlab_file_path;hubspot_last_run_at;hubspot_run_count_365d;last_synced_at;approved_at;rejected_at;rejection_reason
AUTO-075;Wefact Klant- en Factuurbeheer;gitlab;;approved;Inactief;Backend Script;"Dit script helpt bij het aanmaken, bijwerken en ophalen van debiteuren en factuurgegevens in Wefact, vaak gekoppeld aan HubSpot of Clockify data.";via aanroepend systeem;GitLab | Wefact | HubSpot | Clockify;5;"Initialiseert de Wefact API-client met de benodigde authenticatiegegevens. | Handhaaft een rate-limit mechanisme om de Wefact API-gebruiksbeperkingen te respecteren. | Biedt functionaliteit om debiteuren op te halen, bijvoorbeeld op klantnummer of via een aangepast veld voor HubSpot ID. | Maakt het mogelijk om nieuwe debiteuren aan te maken of bestaande debiteuren bij te werken in Wefact. | Ondersteunt het ophalen van factuurlijsten uit Wefact.";;;;;;app/service/wefact/wefact.py;app/service/wefact/wefact.py;;;2026-05-05T08:44:32.673+00:00;;;
AUTO-076;HubSpot Eigenschappen Automatisering;gitlab;;approved;Inactief;Backend Script;Dit script beheert geautomatiseerde updates en routering van deals en contacten in HubSpot op basis van externe triggers en interne logica.;API endpoint POST /properties/*;GitLab | HubSpot;5;"Het script exposeert meerdere HTTP POST-endpoints via FastAPI. | Elk endpoint ontvangt een specifieke payload met deal- of contactinformatie. | Het script voert logica uit om eigenschappen van deals en contacten in HubSpot bij te werken. | Taken zoals fase-toewijzing of synchronisatie worden vaak asynchroon uitgevoerd via achtergrondtaken. | Het coördineert updates voor verschillende dealtypes (IB, JR, BTW, VA) en gerelateerde machtigingen.";;/properties/assign_correct_stage | /properties/update_vpb_deals_when_jr_updated | /properties/get_property/{object_type} | /properties/update_ib_kan_gemaakt_worden | /properties/jr_prio_from_ib | /properties/jr_priority_dot_from_ib_typeform | /properties/ib/prereqs_webhook | /properties/ib/machtiging_actief_webhook | /properties/ib/machtiging_actief_contact_webhook | /properties/ib/route_after_typeform_and_machtiging | /properties/ib/finished_webhook | /properties/btw/finished_webhook | /properties/ib/sync_jr_owners_same_year | /properties/va_ib/finished_webhook | /properties/vpb/finished_webhook | /properties/va_vpb/finished_webhook | /properties/jr_prio_if_ib_ready_except_jr | /properties/jr/sync_related_ib_jr_owners_same_year | /properties/check_correct_stage | /properties/btw/update_next_quarter_prev2m | /properties/update_jr_stage_from_btw_geboekt | /properties/update_year;;;;app/API/properties.py;app/API/properties.py;;;2026-05-05T08:44:32.673+00:00;;;
AUTO-077;KvK Bedrijfsgegevens Ophalen;gitlab;;approved;Inactief;Backend Script;Dit script haalt bedrijfsgegevens op van de Kamer van Koophandel (KvK) API en bereidt deze voor om te synchroniseren met HubSpot.;Aangeroepen door een ander intern script;GitLab | Kamer van Koophandel (KvK) | HubSpot | Sentry;5;Zoekt bedrijfsgegevens op via de KvK Zoeken API. | Selecteert het meest relevante zoekresultaat (bij voorkeur een Hoofdvestiging). | Haalt gedetailleerde bedrijfsinformatie op via de KvK Basisprofiel API. | Normaliseert en verwerkt de opgehaalde bedrijfs- en adresgegevens. | Bereidt de gegevens voor om te worden gesynchroniseerd met HubSpot.;;;;;;app/service/kvk/kvk.py;app/service/kvk/kvk.py;;;2026-05-05T08:44:32.673+00:00;;;
AUTO-078;Verwerken van Sales Leads;gitlab;;approved;Inactief;Backend Script;Dit script verwerkt inkomende sales leads van platforms zoals Trustoo en Ligo en creëert of werkt gerelateerde records bij in HubSpot.;Webhook of API endpoint;GitLab | HubSpot | Trustoo | Ligo | Calendly;3;"Verwerken en formatteren van inkomende leadgegevens van bronnen zoals Trustoo en Ligo. | Genereren van gestandaardiseerde contact-, bedrijfs-, deal- en notitie-eigenschappen. | Aanmaken of bijwerken van gerelateerde records (contacten, bedrijven, deals, notities) in HubSpot.";;;;;;app/service/sales/sales.py;app/service/sales/sales.py;;;2026-05-05T08:44:32.673+00:00;;;
AUTO-119;Typeform Webhook Verwerking en Integratie;gitlab;;approved;Inactief;Backend Script;Dit script verwerkt Typeform webhook-inzendingen door bestanden en een samenvattings-PDF te uploaden naar SharePoint en gerelateerde deals in HubSpot bij te werken.;Typeform webhook (POST);GitLab | Typeform | SharePoint | HubSpot;6;"Valideer de Typeform webhook-handtekening en verwerk de payload. | Haal de contact-ID op uit de Typeform-inzending. | Zoek of creëer de bijbehorende contact-, jaar- en IB Typeform-mappen in SharePoint. | Upload alle bijlagen uit de Typeform-inzending naar de IB Typeform-map in SharePoint. | Genereer een samenvattingsdocument van de inzending en upload dit als PDF naar SharePoint. | Werk de ""IB Typeform ingevuld"" eigenschap bij voor relevante HubSpot deals van het contact.";;;;;;app/service/typeform/typeform.py;app/service/typeform/typeform.py;;;2026-05-05T08:44:32.673+00:00;;;
AUTO-120;Contact change endpoint (POST /operations/hubspot/contact/updating_dealname);gitlab;gitlab;approved;Actief;Backend Script;"Deze automation start wanneer het endpoint POST /operations/hubspot/contact/updating_dealname wordt aangeroepen en raakt vooral HubSpot. De handler contact_change_endpoint verwerkt dit verzoek en voert de logica uit voor: contact change endpoint. De belangrijkste stappen zijn: Zet een achtergrondtaak klaar: Contact change task; Voert een asynchrone vervolgstap uit: Contact change; Voert vervolgstap uit: Contact change.";POST /operations/hubspot/contact/updating_dealname;GitLab | HubSpot;3;Zet een achtergrondtaak klaar: Contact change task | Voert een asynchrone vervolgstap uit: Contact change | Voert vervolgstap uit: Contact change;;/operations/hubspot/contact/updating_dealname;POST;/operations/hubspot/contact/updating_dealname;contact_change_endpoint;app/API/operations.py::POST /operations/hubspot/contact/updating_dealname;app/API/operations.py;;;2026-05-08T10:07:20.273+00:00;2026-05-07T11:40:17.932+00:00;;
AUTO-121;Put active deals in new deal (POST /operations/hubspot/put_active_deals_in_new_deal);gitlab;gitlab;approved;Actief;Backend Script;"Deze automation start wanneer het endpoint POST /operations/hubspot/put_active_deals_in_new_deal wordt aangeroepen en raakt vooral HubSpot. De handler put_active_deals_in_new_deal verwerkt dit verzoek en voert de logica uit voor: put active deals in new deal. De belangrijkste stappen zijn: Voert een asynchrone vervolgstap uit: Put deals in new deal; Voert een asynchrone vervolgstap uit: Create new deal; Voert vervolgstap uit: Create new deal; Voert vervolgstap uit: Put deals in new deal.";POST /operations/hubspot/put_active_deals_in_new_deal;GitLab | HubSpot;4;Voert een asynchrone vervolgstap uit: Put deals in new deal | Voert een asynchrone vervolgstap uit: Create new deal | Voert vervolgstap uit: Create new deal | Voert vervolgstap uit: Put deals in new deal;;/operations/hubspot/put_active_deals_in_new_deal;POST;/operations/hubspot/put_active_deals_in_new_deal;put_active_deals_in_new_deal;app/API/operations.py::POST /operations/hubspot/put_active_deals_in_new_deal;app/API/operations.py;;;2026-05-08T10:07:20.273+00:00;2026-05-07T11:40:16.053+00:00;;
AUTO-122;Get company deals (POST /operations/get_company_deals);gitlab;gitlab;approved;Actief;Backend Script;"Deze automation start wanneer het endpoint POST /operations/get_company_deals wordt aangeroepen en raakt vooral HubSpot. De handler get_company_deals verwerkt dit verzoek en voert de logica uit voor: get company deals. De belangrijkste stappen zijn: Leest of wijzigt gegevens in HubSpot: Get deals for company; Voert vervolgstap uit: Get associated objects; Voert vervolgstap uit: Client.crm.associations.v4.basic api.get page.";POST /operations/get_company_deals;GitLab | HubSpot;3;Leest of wijzigt gegevens in HubSpot: Get deals for company | Voert vervolgstap uit: Get associated objects | Voert vervolgstap uit: Client.crm.associations.v4.basic api.get page;;/operations/get_company_deals;POST;/operations/get_company_deals;get_company_deals;app/API/operations.py::POST /operations/get_company_deals;app/API/operations.py;;;2026-05-08T10:07:20.273+00:00;2026-05-07T11:40:15.187+00:00;;
AUTO-123;Move dm deal to geen ib (POST /operations/hubspot/move_dm_deal_to_geen_ib);gitlab;gitlab;approved;Actief;Backend Script;"Deze automation start wanneer het endpoint POST /operations/hubspot/move_dm_deal_to_geen_ib wordt aangeroepen en raakt vooral HubSpot. De handler move_dm_deal_to_geen_ib verwerkt dit verzoek en voert de logica uit voor: move dm deal to geen ib. De belangrijkste stappen zijn: Voert een asynchrone vervolgstap uit: Update doorlopende machtiging deal; Voert vervolgstap uit: Update doorlopende machtiging deal.";POST /operations/hubspot/move_dm_deal_to_geen_ib;GitLab | HubSpot;2;Voert een asynchrone vervolgstap uit: Update doorlopende machtiging deal | Voert vervolgstap uit: Update doorlopende machtiging deal;;/operations/hubspot/move_dm_deal_to_geen_ib;POST;/operations/hubspot/move_dm_deal_to_geen_ib;move_dm_deal_to_geen_ib;app/API/operations.py::POST /operations/hubspot/move_dm_deal_to_geen_ib;app/API/operations.py;;;2026-05-08T10:07:20.273+00:00;2026-05-07T11:40:14.629+00:00;;
AUTO-124;Ib prereqs webhook (POST /properties/ib/prereqs_webhook);gitlab;gitlab;approved;Actief;Backend Script;"Deze automation start wanneer het endpoint POST /properties/ib/prereqs_webhook wordt aangeroepen en raakt vooral HubSpot. De handler ib_prereqs_webhook verwerkt dit verzoek en voert de logica uit voor: ib prereqs webhook. De belangrijkste stappen zijn: Voert een asynchrone vervolgstap uit: Sync ib deal machtiging actief; Leest of wijzigt gegevens in HubSpot: Get deal info; Voert vervolgstap uit: Client.crm.deals.basic api.get by id; Leest of wijzigt gegevens in HubSpot: Get contact id; Voert vervolgstap uit: Get associated id; Leest of wijzigt gegevens in HubSpot: Get contact info with history.";POST /properties/ib/prereqs_webhook;GitLab | HubSpot;6;Voert een asynchrone vervolgstap uit: Sync ib deal machtiging actief | Leest of wijzigt gegevens in HubSpot: Get deal info | Voert vervolgstap uit: Client.crm.deals.basic api.get by id | Leest of wijzigt gegevens in HubSpot: Get contact id | Voert vervolgstap uit: Get associated id | Leest of wijzigt gegevens in HubSpot: Get contact info with history;;/properties/ib/prereqs_webhook;POST;/properties/ib/prereqs_webhook;ib_prereqs_webhook;app/API/properties.py::POST /properties/ib/prereqs_webhook;app/API/properties.py;;;2026-05-08T10:07:20.273+00:00;2026-05-07T11:40:14.148+00:00;;
AUTO-125;Va ib finished webhook (POST /properties/va_ib/finished_webhook);gitlab;gitlab;approved;Actief;Backend Script;"Deze automation start wanneer het endpoint POST /properties/va_ib/finished_webhook wordt aangeroepen. De handler va_ib_finished_webhook verwerkt dit verzoek en voert de logica uit voor: va ib finished webhook. De belangrijkste stappen zijn: Voert een asynchrone vervolgstap uit: Va ib.handle va ib finished; Voert vervolgstap uit: Va ib.handle va ib finished.";POST /properties/va_ib/finished_webhook;GitLab;2;Voert een asynchrone vervolgstap uit: Va ib.handle va ib finished | Voert vervolgstap uit: Va ib.handle va ib finished;;/properties/va_ib/finished_webhook;POST;/properties/va_ib/finished_webhook;va_ib_finished_webhook;app/API/properties.py::POST /properties/va_ib/finished_webhook;app/API/properties.py;;;2026-05-08T10:07:20.273+00:00;2026-05-07T11:40:13.563+00:00;;
AUTO-126;Leads trustoo (POST /sales/leads/hubspot/trustoo);gitlab;gitlab;approved;Actief;Backend Script;"Deze automation start wanneer het endpoint POST /sales/leads/hubspot/trustoo wordt aangeroepen en raakt vooral HubSpot. De handler leads_trustoo verwerkt dit verzoek en voert de logica uit voor: leads trustoo. De belangrijkste stappen zijn: Zet een achtergrondtaak klaar: Add lead to hubspot; Leest of wijzigt gegevens in HubSpot: Find contact by email; Leest of wijzigt gegevens in HubSpot: Update contact; Voert vervolgstap uit: Client.crm.contacts.basic api.update; Leest of wijzigt gegevens in HubSpot: Create contact; Voert vervolgstap uit: Client.crm.contacts.basic api.create.";POST /sales/leads/hubspot/trustoo;GitLab | HubSpot;6;Zet een achtergrondtaak klaar: Add lead to hubspot | Leest of wijzigt gegevens in HubSpot: Find contact by email | Leest of wijzigt gegevens in HubSpot: Update contact | Voert vervolgstap uit: Client.crm.contacts.basic api.update | Leest of wijzigt gegevens in HubSpot: Create contact | Voert vervolgstap uit: Client.crm.contacts.basic api.create;;/sales/leads/hubspot/trustoo;POST;/sales/leads/hubspot/trustoo;leads_trustoo;app/API/sales.py::POST /sales/leads/hubspot/trustoo;app/API/sales.py;;;2026-05-08T10:07:20.273+00:00;2026-05-07T11:40:13.003+00:00;;
AUTO-127;Upsert wefact debtor from hubspot (POST /wefact/hubspot/upsert_debtor);gitlab;gitlab;approved;Actief;Backend Script;"Deze automation start wanneer het endpoint POST /wefact/hubspot/upsert_debtor wordt aangeroepen en raakt vooral HubSpot, WeFact. De handler upsert_wefact_debtor_from_hubspot verwerkt dit verzoek en voert de logica uit voor: upsert wefact debtor from hubspot. De belangrijkste stappen zijn: Voert vervolgstap uit: Upsert debtor from hubspot; Voert vervolgstap uit: Debtor add; Voert vervolgstap uit: Build debtor payload; Voert vervolgstap uit: Wefact post; Voert vervolgstap uit: Update company properties; Voert vervolgstap uit: Client.crm.companies.basic api.update.";POST /wefact/hubspot/upsert_debtor;GitLab | HubSpot | WeFact;6;Voert vervolgstap uit: Upsert debtor from hubspot | Voert vervolgstap uit: Debtor add | Voert vervolgstap uit: Build debtor payload | Voert vervolgstap uit: Wefact post | Voert vervolgstap uit: Update company properties | Voert vervolgstap uit: Client.crm.companies.basic api.update;;/wefact/hubspot/upsert_debtor;POST;/wefact/hubspot/upsert_debtor;upsert_wefact_debtor_from_hubspot;app/API/wefact.py::POST /wefact/hubspot/upsert_debtor;app/API/wefact.py;;;2026-05-08T10:07:20.273+00:00;2026-05-07T11:40:12.483+00:00;;
AUTO-128;Update dossier (POST /operations/hubspot/dossiers/{contact_id});gitlab;gitlab;approved;Actief;Backend Script;"Deze automation start wanneer het endpoint POST /operations/hubspot/dossiers/{contact_id} wordt aangeroepen en raakt vooral HubSpot. De handler update_dossier verwerkt dit verzoek en voert de logica uit voor: update dossier. De belangrijkste stappen zijn: Leest of wijzigt gegevens in HubSpot: Get object to dossier associations; Voert vervolgstap uit: Client.crm.associations.v4.basic api.get page; Voert vervolgstap uit: HubSpotAPIError; Leest of wijzigt gegevens in HubSpot: Update dossier; Voert vervolgstap uit: Client.crm.objects.basic api.update.";POST /operations/hubspot/dossiers/{contact_id};GitLab | HubSpot;5;Leest of wijzigt gegevens in HubSpot: Get object to dossier associations | Voert vervolgstap uit: Client.crm.associations.v4.basic api.get page | Voert vervolgstap uit: HubSpotAPIError | Leest of wijzigt gegevens in HubSpot: Update dossier | Voert vervolgstap uit: Client.crm.objects.basic api.update;;/operations/hubspot/dossiers/{contact_id};POST;/operations/hubspot/dossiers/{contact_id};update_dossier;app/API/operations.py::POST /operations/hubspot/dossiers/{contact_id};app/API/operations.py;;;2026-05-08T10:07:20.273+00:00;2026-05-07T11:40:11.924+00:00;;
AUTO-129;Reset betaalt niet (POST /operations/hubspot/reset_betaalt_niet);gitlab;gitlab;approved;Actief;Backend Script;"Deze automation start wanneer het endpoint POST /operations/hubspot/reset_betaalt_niet wordt aangeroepen en raakt vooral HubSpot. De handler reset_betaalt_niet verwerkt dit verzoek en voert de logica uit voor: reset betaalt niet. De belangrijkste stappen zijn: Voert een asynchrone vervolgstap uit: Reset all from betaalt niet; Leest of wijzigt gegevens in HubSpot: Get company id; Voert vervolgstap uit: Get associated id; Leest of wijzigt gegevens in HubSpot: Get contact id; Leest of wijzigt gegevens in HubSpot: Get company info; Voert vervolgstap uit: Client.crm.companies.basic api.get by id.";POST /operations/hubspot/reset_betaalt_niet;GitLab | HubSpot;6;Voert een asynchrone vervolgstap uit: Reset all from betaalt niet | Leest of wijzigt gegevens in HubSpot: Get company id | Voert vervolgstap uit: Get associated id | Leest of wijzigt gegevens in HubSpot: Get contact id | Leest of wijzigt gegevens in HubSpot: Get company info | Voert vervolgstap uit: Client.crm.companies.basic api.get by id;;/operations/hubspot/reset_betaalt_niet;POST;/operations/hubspot/reset_betaalt_niet;reset_betaalt_niet;app/API/operations.py::POST /operations/hubspot/reset_betaalt_niet;app/API/operations.py;;;2026-05-08T10:07:20.273+00:00;2026-05-07T11:40:11.42+00:00;;
AUTO-130;Check pipeline usage (POST /operations/hubspot/workflows/pipeline_usage);gitlab;gitlab;approved;Actief;Backend Script;"Deze automation start wanneer het endpoint POST /operations/hubspot/workflows/pipeline_usage wordt aangeroepen en raakt vooral HubSpot. De handler check_pipeline_usage verwerkt dit verzoek en voert de logica uit voor: check pipeline usage. De belangrijkste stappen zijn: Voert een asynchrone vervolgstap uit: Search workflows; Voert vervolgstap uit: Search workflows.";POST /operations/hubspot/workflows/pipeline_usage;GitLab | HubSpot;2;Voert een asynchrone vervolgstap uit: Search workflows | Voert vervolgstap uit: Search workflows;;/operations/hubspot/workflows/pipeline_usage;POST;/operations/hubspot/workflows/pipeline_usage;check_pipeline_usage;app/API/operations.py::POST /operations/hubspot/workflows/pipeline_usage;app/API/operations.py;;;2026-05-08T10:07:20.273+00:00;2026-05-07T11:40:10.835+00:00;;
AUTO-131;Get property (POST /properties/get_property/{object_type});gitlab;gitlab;approved;Actief;Backend Script;"Deze automation start wanneer het endpoint POST /properties/get_property/{object_type} wordt aangeroepen en raakt vooral HubSpot. De handler get_property verwerkt dit verzoek en voert de logica uit voor: get property. De belangrijkste stappen zijn: Leest of wijzigt gegevens in HubSpot: Get property; Voert vervolgstap uit: Client.crm.properties.core api.get by name; Voert vervolgstap uit: HubSpotAPIError.";POST /properties/get_property/{object_type};GitLab | HubSpot;3;Leest of wijzigt gegevens in HubSpot: Get property | Voert vervolgstap uit: Client.crm.properties.core api.get by name | Voert vervolgstap uit: HubSpotAPIError;;/properties/get_property/{object_type};POST;/properties/get_property/{object_type};get_property;app/API/properties.py::POST /properties/get_property/{object_type};app/API/properties.py;;;2026-05-08T10:07:20.273+00:00;2026-05-07T11:40:10.283+00:00;;
AUTO-132;Jr priority dot from ib typeform (POST /properties/jr_priority_dot_from_ib_typeform);gitlab;gitlab;approved;Actief;Backend Script;"Deze automation start wanneer het endpoint POST /properties/jr_priority_dot_from_ib_typeform wordt aangeroepen en raakt vooral HubSpot, Typeform. De handler jr_priority_dot_from_ib_typeform verwerkt dit verzoek en voert de logica uit voor: jr priority dot from ib typeform. De belangrijkste stappen zijn: Voert een asynchrone vervolgstap uit: Sync jr priority dot from ib; Leest of wijzigt gegevens in HubSpot: Get deal info; Voert vervolgstap uit: Client.crm.deals.basic api.get by id; Leest of wijzigt gegevens in HubSpot: Get contact id; Voert vervolgstap uit: Get associated id; Leest of wijzigt gegevens in HubSpot: Get deals for contact.";POST /properties/jr_priority_dot_from_ib_typeform;GitLab | HubSpot | Typeform;6;Voert een asynchrone vervolgstap uit: Sync jr priority dot from ib | Leest of wijzigt gegevens in HubSpot: Get deal info | Voert vervolgstap uit: Client.crm.deals.basic api.get by id | Leest of wijzigt gegevens in HubSpot: Get contact id | Voert vervolgstap uit: Get associated id | Leest of wijzigt gegevens in HubSpot: Get deals for contact;;/properties/jr_priority_dot_from_ib_typeform;POST;/properties/jr_priority_dot_from_ib_typeform;jr_priority_dot_from_ib_typeform;app/API/properties.py::POST /properties/jr_priority_dot_from_ib_typeform;app/API/properties.py;;;2026-05-08T10:07:20.273+00:00;2026-05-07T11:40:09.676+00:00;;
AUTO-133;Check correct stage (POST /properties/check_correct_stage);gitlab;gitlab;approved;Actief;Backend Script;"Deze automation start wanneer het endpoint POST /properties/check_correct_stage wordt aangeroepen. De handler check_correct_stage verwerkt dit verzoek en voert de logica uit voor: check correct stage. De belangrijkste stappen zijn: Voert een asynchrone vervolgstap uit: Check correct stage; Voert vervolgstap uit: Check correct stage.";POST /properties/check_correct_stage;GitLab;2;Voert een asynchrone vervolgstap uit: Check correct stage | Voert vervolgstap uit: Check correct stage;;/properties/check_correct_stage;POST;/properties/check_correct_stage;check_correct_stage;app/API/properties.py::POST /properties/check_correct_stage;app/API/properties.py;;;2026-05-08T10:07:20.273+00:00;2026-05-07T11:40:09.084+00:00;;
AUTO-134;Va vpb finished webhook (POST /properties/va_vpb/finished_webhook);gitlab;gitlab;approved;Actief;Backend Script;"Deze automation start wanneer het endpoint POST /properties/va_vpb/finished_webhook wordt aangeroepen. De handler va_vpb_finished_webhook verwerkt dit verzoek en voert de logica uit voor: va vpb finished webhook. De belangrijkste stappen zijn: Voert een asynchrone vervolgstap uit: Va vpb.handle va vpb finished; Voert vervolgstap uit: Va vpb.handle va vpb finished.";POST /properties/va_vpb/finished_webhook;GitLab;2;Voert een asynchrone vervolgstap uit: Va vpb.handle va vpb finished | Voert vervolgstap uit: Va vpb.handle va vpb finished;;/properties/va_vpb/finished_webhook;POST;/properties/va_vpb/finished_webhook;va_vpb_finished_webhook;app/API/properties.py::POST /properties/va_vpb/finished_webhook;app/API/properties.py;;;2026-05-08T10:07:20.273+00:00;2026-05-07T11:40:08.371+00:00;;
AUTO-135;Update year (POST /properties/update_year);gitlab;gitlab;approved;Actief;Backend Script;"Deze automation start wanneer het endpoint POST /properties/update_year wordt aangeroepen en raakt vooral HubSpot. De handler update_year verwerkt dit verzoek en voert de logica uit voor: update year. De belangrijkste stappen zijn: Leest of wijzigt gegevens in HubSpot: Update deal properties; Voert vervolgstap uit: Client.crm.deals.basic api.update; Voert vervolgstap uit: Get year from date.";POST /properties/update_year;GitLab | HubSpot;3;Leest of wijzigt gegevens in HubSpot: Update deal properties | Voert vervolgstap uit: Client.crm.deals.basic api.update | Voert vervolgstap uit: Get year from date;;/properties/update_year;POST;/properties/update_year;update_year;app/API/properties.py::POST /properties/update_year;app/API/properties.py;;;2026-05-08T10:07:20.273+00:00;2026-05-07T11:40:07.859+00:00;;
AUTO-136;Test list by hubspot id (GET /wefact/hubspot/test_list);gitlab;gitlab;approved;Actief;Backend Script;"Deze automation start wanneer het endpoint GET /wefact/hubspot/test_list wordt aangeroepen en raakt vooral HubSpot, WeFact. De handler test_list_by_hubspot_id verwerkt dit verzoek en voert de logica uit voor: test list by hubspot id. De belangrijkste stappen zijn: Voert vervolgstap uit: Debtor show by hubspot id; Voert vervolgstap uit: Debtor list; Voert vervolgstap uit: Wefact post; Voert vervolgstap uit: Debtor show by code.";GET /wefact/hubspot/test_list;GitLab | HubSpot | WeFact;4;Voert vervolgstap uit: Debtor show by hubspot id | Voert vervolgstap uit: Debtor list | Voert vervolgstap uit: Wefact post | Voert vervolgstap uit: Debtor show by code;;/wefact/hubspot/test_list;GET;/wefact/hubspot/test_list;test_list_by_hubspot_id;app/API/wefact.py::GET /wefact/hubspot/test_list;app/API/wefact.py;;;2026-05-08T10:07:20.273+00:00;2026-05-07T11:40:07.275+00:00;;
AUTO-137;Update deal amount (POST /operations/hubspot/new_pipeline/deal/amount);gitlab;gitlab;approved;Actief;Backend Script;"Deze automation start wanneer het endpoint POST /operations/hubspot/new_pipeline/deal/amount wordt aangeroepen en raakt vooral HubSpot. De handler update_deal_amount verwerkt dit verzoek en voert de logica uit voor: update deal amount. De belangrijkste stappen zijn: Voert een asynchrone vervolgstap uit: Update deal amount in new pipeline; Voert vervolgstap uit: Update deal amount in new pipeline.";POST /operations/hubspot/new_pipeline/deal/amount;GitLab | HubSpot;2;Voert een asynchrone vervolgstap uit: Update deal amount in new pipeline | Voert vervolgstap uit: Update deal amount in new pipeline;;/operations/hubspot/new_pipeline/deal/amount;POST;/operations/hubspot/new_pipeline/deal/amount;update_deal_amount;app/API/operations.py::POST /operations/hubspot/new_pipeline/deal/amount;app/API/operations.py;;;2026-05-08T10:07:20.273+00:00;2026-05-07T11:40:06.74+00:00;;
AUTO-138;Active pipelines (GET /operations/hubspot/active_pipelines);gitlab;gitlab;approved;Actief;Backend Script;"Deze automation start wanneer het endpoint GET /operations/hubspot/active_pipelines wordt aangeroepen en raakt vooral HubSpot. De handler active_pipelines verwerkt dit verzoek en voert de logica uit voor: active pipelines. De belangrijkste stappen zijn: Voert een asynchrone vervolgstap uit: Get active pipelines; Voert vervolgstap uit: Get active pipelines.";GET /operations/hubspot/active_pipelines;GitLab | HubSpot;2;Voert een asynchrone vervolgstap uit: Get active pipelines | Voert vervolgstap uit: Get active pipelines;;/operations/hubspot/active_pipelines;GET;/operations/hubspot/active_pipelines;active_pipelines;app/API/operations.py::GET /operations/hubspot/active_pipelines;app/API/operations.py;;;2026-05-08T10:07:20.273+00:00;2026-05-07T11:40:06.163+00:00;;
AUTO-139;Berekening compleet (POST /operations/hubspot/berekening_compleet);gitlab;gitlab;approved;Actief;Backend Script;"Deze automation start wanneer het endpoint POST /operations/hubspot/berekening_compleet wordt aangeroepen en raakt vooral HubSpot. De handler berekening_compleet verwerkt dit verzoek en voert de logica uit voor: berekening compleet. De belangrijkste stappen zijn: Voert een asynchrone vervolgstap uit: Move btw q deal volledige service; Voert vervolgstap uit: Move btw q deal volledige service.";POST /operations/hubspot/berekening_compleet;GitLab | HubSpot;2;Voert een asynchrone vervolgstap uit: Move btw q deal volledige service | Voert vervolgstap uit: Move btw q deal volledige service;;/operations/hubspot/berekening_compleet;POST;/operations/hubspot/berekening_compleet;berekening_compleet;app/API/operations.py::POST /operations/hubspot/berekening_compleet;app/API/operations.py;;;2026-05-08T10:07:20.273+00:00;2026-05-07T11:40:05.619+00:00;;
AUTO-140;Btw finished webhook (POST /properties/btw/finished_webhook);gitlab;gitlab;approved;Actief;Backend Script;"Deze automation start wanneer het endpoint POST /properties/btw/finished_webhook wordt aangeroepen en raakt vooral HubSpot. De handler btw_finished_webhook verwerkt dit verzoek en voert de logica uit voor: btw finished webhook. De belangrijkste stappen zijn: Zet een achtergrondtaak klaar: Sync future btw assignments from finished deal; Leest of wijzigt gegevens in HubSpot: Get deal info; Voert vervolgstap uit: Client.crm.deals.basic api.get by id; Leest of wijzigt gegevens in HubSpot: Get company id; Voert vervolgstap uit: Get associated id; Leest of wijzigt gegevens in HubSpot: Update deal properties.";POST /properties/btw/finished_webhook;GitLab | HubSpot;6;Zet een achtergrondtaak klaar: Sync future btw assignments from finished deal | Leest of wijzigt gegevens in HubSpot: Get deal info | Voert vervolgstap uit: Client.crm.deals.basic api.get by id | Leest of wijzigt gegevens in HubSpot: Get company id | Voert vervolgstap uit: Get associated id | Leest of wijzigt gegevens in HubSpot: Update deal properties;;/properties/btw/finished_webhook;POST;/properties/btw/finished_webhook;btw_finished_webhook;app/API/properties.py::POST /properties/btw/finished_webhook;app/API/properties.py;;;2026-05-08T10:07:20.273+00:00;2026-05-07T11:40:05.004+00:00;;
AUTO-141;Jr sync related ib jr owners same year (POST /properties/jr/sync_related_ib_jr_owners_same_year);gitlab;gitlab;approved;Actief;Backend Script;"Deze automation start wanneer het endpoint POST /properties/jr/sync_related_ib_jr_owners_same_year wordt aangeroepen en raakt vooral HubSpot. De handler jr_sync_related_ib_jr_owners_same_year verwerkt dit verzoek en voert de logica uit voor: jr sync related ib jr owners same year. De belangrijkste stappen zijn: Zet een achtergrondtaak klaar: Sync related ib jr owner summaries from jr; Leest of wijzigt gegevens in HubSpot: Get deal info; Voert vervolgstap uit: Client.crm.deals.basic api.get by id; Leest of wijzigt gegevens in HubSpot: Get deals for contact; Voert vervolgstap uit: Get associated objects; Leest of wijzigt gegevens in HubSpot: Batch get deals info.";POST /properties/jr/sync_related_ib_jr_owners_same_year;GitLab | HubSpot;6;Zet een achtergrondtaak klaar: Sync related ib jr owner summaries from jr | Leest of wijzigt gegevens in HubSpot: Get deal info | Voert vervolgstap uit: Client.crm.deals.basic api.get by id | Leest of wijzigt gegevens in HubSpot: Get deals for contact | Voert vervolgstap uit: Get associated objects | Leest of wijzigt gegevens in HubSpot: Batch get deals info;;/properties/jr/sync_related_ib_jr_owners_same_year;POST;/properties/jr/sync_related_ib_jr_owners_same_year;jr_sync_related_ib_jr_owners_same_year;app/API/properties.py::POST /properties/jr/sync_related_ib_jr_owners_same_year;app/API/properties.py;;;2026-05-08T10:07:20.273+00:00;2026-05-07T11:40:04.443+00:00;;
